symbol,name,currency,exchange,mic_code,country,type,added_date,deleted_date
ADJIA,Adjia Technologies Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ADL,Archidply Decor Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ADLINE,ADLINE CHEM LAB LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ADMANUM,Ad-Manum Finance Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ADORFO,Ador Fontech Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ADORMUL,Ador Multiproducts Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ADORWELD,Ador Welding Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ADROITINFO,Adroit Infotech Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ADSL,Allied Digital Services Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ADVAIT,Advait Infratech Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ADVANIHOTR,Advani Hotels & Resorts ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ADVENZYMES,Advanced Enzyme Technologies Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ADVIKCA,Advik Capital Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ADVIKLA,Advik Laboratories Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ADVLIFE,ADVANCE LIFESTYLES LTD.,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AEGISLOG,Aegis Logistics Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AEL,Amba Enterprises Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AEPL,Artemis Electricals and Projec,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AEROFLEX,Aeroflex Industries Ltd,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AERPACE,Aerpace Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AETHER,Aether Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AFEL,AF Enterprises Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AFFLE,Affle ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AFFORDABLE,Affordable Robotic & Automatio,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AGARIND,Agarwal Industrial Corporation Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AGARWAL,AGARWAL FORTUNE INDIA LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AGI,AGI GREENPAC LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AGIIL,AGI Infra Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AGIOPAPER,Agio Paper & Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AGOL,Ashapuri Gold Ornament Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AGRITECH,Agri-tech ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AGSTRA,AGS TRANSACT TECHNOLOGIES LIMI,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AHASOLAR,AHASOLAR TECHNOLOGIES LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AHL,Abans Holdings Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AHLEAST,Asian Hotels ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AHLUCONT,Ahluwalia Contracts ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AHMDSTE,Ahmedabad Steelcraft Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AIAENG,AIA Engineering Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AICHAMP,AI Champdany Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AIIL,Authum Investment & Infrastructure Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AIMCOPEST,Aimco Pesticides Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AIML,Alliance Integrated Metaliks Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AINFRA,A Infrastructure Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AIRAN,AIRAN LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AIRTELPP,Bharti Airtel  Ltd.,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AISHWARYA,Aishwarya Technologies and Telecom Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AJANTPHARM,Ajanta Pharma Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AJANTSOY,Ajanta Soya Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AJCON,Ajcon Global Services Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AJEL,Ajel Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AJMERA,Ajmera Realty & Infra India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AJRINFRA,AJR INFRA AND TOLLING LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AJWAFUN,AJWA FUN WORLD & RESORT LTD.,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AKASHDEEP,Akashdeep Metal Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AKCAPIT,A. K. Capital Services Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AKI,AKI India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AKKO,AKKO Invest Nyrt.,HUF,BSE,XBUD,Hungary,Common Stock,2023-09-25,
AKSCHEM,AksharChem ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AKSHAR,Akshar Spintex Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AKSHOPTFBR,Aksh Optifibre Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AKSPINTEX,A.K. Spintex Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AKZOINDIA,Akzo Nobel India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALANKIT,Alankit Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALANPP,Alan Scott Industries Ltd.,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALANSCOTT,Alan Scott Industries Ltd.,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALBERTDA,Albert David Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALCHCORP,Alchemist Corporation Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALEMBICLTD,Alembic Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALEXANDER,Alexander Stamps and Coin Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALFAICA,Alfa Ica ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALFATRAN,Alfa Transformers Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALFAVIO,Alfavision Overseas ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALFL,Abhinav Leasing and Finance Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALFREDHE,Alfred Herbert ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALICON,Alicon Castalloy Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALKALI,Alkali Metals Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALKEM,Alkem Laboratories Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALKOSIGN,ALKOSIGN LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALKYLAMINE,Alkyl Amines Chemicals Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALLCARGO,Allcargo Logistics Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALLSEC,Allsec Technologies Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALLZ,ALLIANZ,HUF,BSE,XBUD,Hungary,Common Stock,2023-09-25,
ALOKTEXT,Alok Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALPA,Alpa Laboratories Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALPHAGEO,Alphageo ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALPHAIND,ALPHALOGIC INDUSTRIES LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALPHALOGIC,Alphalogic Techsys Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALPINEHOU,Alpine Housing Development Corporation Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALPSINDUS,Alps Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALSL,ALACRITY SECURITIES LTD,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALSTONE,Alstone Textiles ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ALTEO,ALTEO Energiaszolgaltato Nyilvanosan Mukodo Reszvenytarsasag,HUF,BSE,XBUD,Hungary,Common Stock,2023-09-25,
ALUFLUOR,Alufluoride Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMAL,Amal Ltd,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMALGAM,The Amalgamated Electricity Company Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMANAYA,AMANAYA VENTURES LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMARAJABAT,Amara Raja Batteries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMARJOTHI,Amarjothi Spinning Mills Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMARSEC,AMARNATH SECURITIES LTD,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMBALALSA,Ambalal Sarabhai Enterprises Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMBARPIL,Ambar Protein Industries Limit,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMBER,Amber Enterprises India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMBICAAGAR,AMBICA AGARBATHIES & AROMA IND,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMBIKCO,Ambika Cotton Mills Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMBIT,AMBITIOUS PLASTOMAC COMPANY LT,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMBITION,Ambition Mica Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMBOAGRI,AMBO AGRITEC LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMBUJACEM,Ambuja Cements Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMCOIND,Amco India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMDIND,AMD Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMERISE,AMERISE BIOSCIENCES LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMFORG,Amforge Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMINTAN,AMIN TANNERY LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMIORG,Ami Organics Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMITINT,Amit International Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMIXA,Amixa Holding Nyilvánosan Muködo Részvénytársaság,HUF,BSE,XBUD,Hungary,Common Stock,2023-09-25,
AMJLAND,AMJ Land Holdings Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMNPLST,Amines & Plasticizers Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMRAAGRI,Amraworld Agrico Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMRAPLIN,Amrapali Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMRUTANJAN,Amrutanjan Health Care Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AMTL,Advance Metering Technology Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANANDPROJ,ANAND PROJECTS LTD,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANANDRATHI,Anand Rathi Wealth Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANANTRAJ,Anant Raj Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANDHRAPAP,Andhra Paper Ltd,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANDHRAPET,The Andhra Petrochemicals Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANDHRSUGAR,The Andhra Sugars Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANDREWYU,Andrew Yule & Company Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANERI,Aneri Fincap Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANG,ANG Lifesciences India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANGEL,Angel Fibers Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANGELONE,ANGEL ONE LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANIKINDS,Anik Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANJANI,Anjani Synthetics Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANJANIFIN,Anjani Finance Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANJANIFOODS,Anjani Foods Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANKIN,Anka India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANKITMETAL,Ankit Metal & Power Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANMOL,Anmol India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANNAINFRA,Anna Infrastructures Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANSALAPI,Ansal Properties & Infrastructure Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANSALBU,Ansal Buildwell Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANSALHSG,Ansal Housing Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANSINDUS,ANS Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANUBHAV,Anubhav Infrastructure Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANUHPHR,Anuh Pharma Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANUP,The Anup Engineering Ltd,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANUPAM,ANUPAM FINSERV LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANURAS,Anupam Rasayan India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANUROOP,Anuroop Packaging Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ANY,ANY Biztonsági Nyomda Nyrt.,HUF,BSE,XBUD,Hungary,Common Stock,2023-09-25,
APARINDS,Apar Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
APCL,Anjani Portland Cement Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
APCOTEXIND,Apcotex Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
APEX,Apex Frozen Foods Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
APIL,AVI Products India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
APLAB,Aplab Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
APLAPOLLO,APL Apollo Tubes Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
APLLTD,Alembic Pharmaceuticals Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
APMFINVEST,APM Finvest Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
APMIN,APM Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
APOLLO,Apollo Micro Systems Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
APOLLOFI,Apollo Finvest ,INR,BSE,XBOM,India,Common Stock,2023-09-25,
APOLLOHOSP,Apollo Hospitals Enterprise Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
APOLLOPIPES,Apollo Pipes Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
APOLLOTYRE,Apollo Tyres Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
APOORVA,Apoorva Leasing Finance and Investment Company Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
APPEN,APPENINN,HUF,BSE,XBUD,Hungary,Common Stock,2023-09-25,
APTECHT,Aptech Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
APTPACK,APT PACKAGING LTD.,INR,BSE,XBOM,India,Common Stock,2023-09-25,
APTUS,Aptus Value Housing Finance India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AQFINTECH,ALGOQUANT FINTECH LIMITED,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ARAVALIS,Aravali Securities & Finance Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ARCEEIN,Arcee Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ARCFIN,ARC Finance Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ARCHIDPLY,Archidply Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ARCHIES,Archies Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ARCHITORG,Archit Organosys Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ARENTERP,Rajdarshan Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AREXMIS,Arex Industries Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
AREYDRG,Aarey Drugs & Pharmaceuticals Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
ARFIN,Arfin India Limited,INR,BSE,XBOM,India,Common Stock,2023-09-25,
